date,"Miner, SD","Harding, SD","Campbell, SD","Buffalo, SD","Faulk, SD","Haakoon, SD","Towner, ND","Sheridan, ND","Eddy, ND","Golden Valley, ND","Oliver, ND","Logan, ND","McCone, Mont","Golden Valley, Mont","Sheridan, Kan","Hayes, Neb"
2/19/2021,329,0,189,467,236,0,473,252,524,203,154,244,102,0,533,50
2/20/2021,331,0,190,472,237,0,474,253,526,213,165,283,103,0,533,70
2/21/2021,332,0,191,478,240,0,525,253,540,214,167,284,108,142,537,70
2/22/2021,332,0,192,478,242,0,525,253,540,214,167,284,108,143,537,70
2/23/2021,332,0,196,478,242,0,532,254,615,214,167,284,108,143,544,71
2/24/2021,340,0,196,488,243,0,540,256,626,216,176,294,111,150,554,71
2/25/2021,345,0,196,488,265,0,541,257,648,261,192,294,111,150,571,71
2/26/2021,381,0,219,491,281,0,542,257,648,261,192,294,111,153,573,71
2/27/2021,383,0,219,492,282,0,549,265,654,261,194,338,111,153,573,71
2/28/2021,384,49,219,496,290,39,554,275,673,265,197,338,113,155,578,71
3/1/2021,384,49,219,496,292,39,556,275,673,265,203,339,113,155,580,71
3/2/2021,384,49,219,496,292,40,556,275,712,265,207,340,113,156,580,71
3/3/2021,385,49,219,504,293,40,556,275,712,265,207,340,116,157,586,71
3/4/2021,385,49,219,510,293,40,590,275,722,267,215,341,116,167,589,72
3/5/2021,415,51,221,516,310,41,604,293,731,281,226,355,116,171,594,72
3/6/2021,421,60,221,524,310,44,606,303,733,298,230,368,116,171,594,74
3/7/2021,429,62,222,524,312,44,651,303,735,300,233,379,119,171,600,74
3/8/2021,431,62,222,524,312,44,651,303,735,300,234,379,119,172,601,74
3/9/2021,432,62,222,526,312,44,651,303,739,301,234,379,119,172,605,76
3/10/2021,432,65,222,527,334,44,651,303,739,301,234,379,119,172,605,77
3/11/2021,440,67,222,528,392,51,654,303,743,310,236,382,144,175,615,78
3/12/2021,488,76,242,530,395,65,654,311,744,319,239,388,145,176,616,78
3/13/2021,493,76,243,531,398,69,660,324,797,325,241,389,145,176,616,78
3/14/2021,509,77,243,531,406,81,686,324,798,330,243,397,147,176,619,79
3/15/2021,510,77,243,538,406,81,686,324,798,330,243,397,147,176,621,79
3/16/2021,510,77,245,538,406,81,687,324,800,330,243,397,147,176,630,79
3/17/2021,512,77,245,538,411,82,692,340,808,330,251,397,147,176,631,84
3/18/2021,523,77,245,539,457,85,694,342,814,336,254,405,156,178,631,86
3/19/2021,549,77,247,542,495,97,694,344,816,339,267,405,159,179,636,90
3/20/2021,554,85,257,549,506,104,696,347,832,339,276,416,159,192,645,90
3/21/2021,579,86,257,549,510,104,696,348,837,339,279,436,159,192,648,97
3/22/2021,583,86,260,549,511,104,697,348,837,339,280,436,159,192,648,97
3/23/2021,583,86,260,549,511,104,697,348,837,339,280,436,159,192,648,98
3/24/2021,588,86,260,552,516,,699,348,843,339,280,436,159,193,651,98
3/25/2021,602,86,260,555,539,,699,349,845,349,283,448,165,196,654,100
3/26/2021,650,86,261,567,590,,699,350,846,373,300,449,165,198,657,102
3/27/2021,654,93,278,569,596,,701,356,852,373,307,457,165,212,663,102
3/28/2021,674,98,278,569,602,,713,356,857,375,308,457,172,216,665,102
3/29/2021,676,99,278,569,605,,713,356,857,375,309,457,172,216,667,102
3/30/2021,676,99,278,569,606,,715,356,857,377,312,459,172,216,667,102
3/31/2021,686,99,278,569,609,,715,356,859,377,316,462,176,224,667,104
4/1/2021,726,100,278,571,613,,715,356,860,378,326,462,176,228,676,104
4/2/2021,736,109,294,573,643,,717,358,864,383,335,464,176,229,676,104
4/3/2021,747,109,294,575,652,,722,358,883,386,338,471,177,230,677,104
4/4/2021,748,109,294,575,653,,739,358,888,386,338,471,177,230,681,104
4/5/2021,748,109,294,575,654,,739,358,888,386,338,471,177,231,681,104
4/6/2021,748,109,294,575,654,,739,358,888,386,338,471,177,231,681,106
4/7/2021,752,110,295,575,658,,740,358,897,387,338,471,177,232,681,106
4/8/2021,754,110,295,576,673,,742,362,898,387,341,474,177,235,682,106
4/9/2021,767,121,297,578,705,,749,367,905,398,350,476,177,238,682,107
4/10/2021,769,139,311,582,711,,754,369,910,399,354,495,177,246,684,107
4/11/2021,808,140,312,586,713,,778,369,911,399,355,496,181,247,684,107
4/12/2021,809,140,312,586,717,,778,369,912,399,356,496,181,249,684,109
4/13/2021,810,140,312,586,718,,778,369,912,399,356,496,181,249,684,109
4/14/2021,814,140,312,588,719,,778,369,914,400,356,500,181,251,684,110
4/15/2021,825,140,312,608,728,,778,371,920,400,359,500,183,253,685,115
4/16/2021,828,141,313,609,733,,778,378,924,400,359,504,184,255,692,119
4/17/2021,828,141,315,609,733,,779,378,927,404,361,506,185,261,693,119
4/18/2021,834,141,316,612,737,,781,378,927,405,361,509,185,261,693,121
4/19/2021,836,141,316,612,737,,781,378,927,405,362,509,188,261,693,121
4/20/2021,836,141,316,612,737,,781,378,927,405,362,509,188,261,693,122
4/21/2021,837,141,316,613,737,,781,392,927,405,366,510,188,262,694,123
4/22/2021,837,142,316,614,739,,781,396,929,408,366,511,188,262,695,123
4/23/2021,843,151,317,616,746,,781,402,929,421,368,511,189,262,695,123
4/24/2021,843,152,317,618,749,,782,405,931,422,374,517,191,262,695,123
4/25/2021,849,152,317,619,750,,791,407,931,422,375,527,191,262,696,123
4/26/2021,849,152,317,619,750,,791,407,931,422,375,527,191,262,697,123
4/27/2021,849,152,317,619,750,,791,407,931,422,375,527,191,262,697,125
4/28/2021,849,152,317,620,753,,791,407,932,422,375,528,191,263,697,125
4/29/2021,851,153,317,621,753,,792,407,933,422,377,528,198,263,698,125
4/30/2021,852,153,317,624,,,793,407,933,422,380,531,198,263,698,125
5/1/2021,860,153,324,626,,,793,407,944,423,380,534,199,267,701,125
5/2/2021,860,153,324,626,,,797,407,945,423,380,537,199,273,704,126
5/3/2021,862,153,324,627,,,797,407,945,423,380,537,199,273,704,126
5/4/2021,862,153,324,629,,,797,407,945,423,380,537,199,273,704,126
5/5/2021,862,153,324,629,,,798,407,948,424,381,538,199,273,704,126
5/6/2021,863,153,331,631,,,798,407,948,424,381,538,199,273,704,126
5/7/2021,865,153,331,631,,,798,407,948,425,382,540,199,273,706,126
5/8/2021,872,157,331,631,,,801,407,952,425,384,542,199,275,706,126
5/9/2021,872,157,331,631,,,801,407,952,425,384,542,204,276,706,126
5/10/2021,872,157,331,631,,,801,407,952,425,384,542,204,276,709,126
5/11/2021,873,158,331,631,,,801,407,952,426,384,542,204,277,713,127
5/12/2021,874,158,331,631,,,801,407,952,426,385,542,204,277,713,127
5/13/2021,874,158,331,631,,,801,407,954,426,387,543,204,277,713,127
5/14/2021,875,158,333,631,,,801,407,954,428,387,543,204,281,717,127
5/15/2021,881,158,333,632,,,801,407,956,433,388,545,204,281,718,127
5/16/2021,881,158,333,632,,,805,407,956,433,390,545,204,282,720,127
5/17/2021,882,159,333,632,,,805,407,956,433,390,545,204,282,720,128
5/18/2021,882,159,333,632,,,805,407,956,433,390,545,205,282,720,128
5/19/2021,885,160,333,632,,,805,409,956,433,390,545,205,282,720,128
5/20/2021,888,161,333,632,,,807,410,956,433,390,545,205,282,725,
5/21/2021,895,161,333,632,,,810,412,961,444,395,545,206,282,725,
5/22/2021,898,162,335,633,,,818,413,963,445,396,551,206,284,726,
5/23/2021,898,162,335,637,,,818,413,963,445,396,551,206,284,732,
5/24/2021,898,162,335,645,,,818,413,963,445,396,551,206,284,732,
5/25/2021,900,162,335,645,,,818,413,963,445,396,552,206,284,732,
5/26/2021,900,162,335,647,,,818,414,968,445,396,552,206,285,732,
5/27/2021,900,162,335,647,,,819,414,974,446,396,553,206,285,732,
5/28/2021,900,162,335,666,,,819,414,974,446,396,553,207,285,733,
5/29/2021,901,162,335,721,,,819,414,974,446,398,559,207,286,733,
5/30/2021,901,162,335,732,,,821,414,974,446,401,560,207,286,734,
5/31/2021,901,162,335,732,,,821,414,974,446,401,560,207,286,734,
6/1/2021,901,162,335,732,,,821,414,974,446,401,560,207,288,735,
6/2/2021,901,162,335,732,,,822,414,974,446,401,560,207,288,735,
6/3/2021,901,162,335,744,,,822,414,977,446,401,560,207,288,736,
6/4/2021,902,162,335,745,,,823,414,977,448,402,560,207,288,737,
6/5/2021,907,162,337,754,,,825,414,978,449,402,560,210,288,738,
6/6/2021,907,162,337,759,,,825,414,978,449,402,560,210,288,738,
6/7/2021,907,162,337,759,,,825,414,978,449,402,560,210,288,741,
6/8/2021,907,162,337,759,,,825,414,978,449,402,560,212,292,742,
6/9/2021,909,162,337,762,,,828,414,978,449,402,561,212,293,743,
6/10/2021,909,162,338,773,,,828,415,978,449,402,561,214,293,743,
6/11/2021,912,162,339,783,,,828,416,983,449,402,561,225,293,745,
6/12/2021,913,162,340,783,,,830,416,983,450,402,562,226,293,745,
6/13/2021,913,162,340,794,,,830,416,984,450,402,562,226,293,748,
6/14/2021,913,162,340,794,,,830,416,984,450,402,562,226,293,748,
6/15/2021,913,162,342,794,,,830,416,984,450,402,562,226,293,748,
